Week_ending_Friday,Week_number,Status,Dubai_crude_USD.p.bbl,NZ_US_exrate,Dubai_crude_NZD.p.bbl,Diesel_importer_cost_NZc.p.l,Diesel_ETS_NZc.p.l,Diesel_GST_NZc.p.l,Diesel_taxes_NZc.p.l,Diesel_price_excl_taxes_NZc.p.l,Diesel_main_port_price_NZc.p.l,Diesel_discounted_retail_price_NZc.p.l,Diesel_importer_margin_NZc.p.l,Diesel_margin_trend_NZc.p.l,Petrol_importer_cost_NZc.p.l,Petrol_ETS_NZc.p.l,Petrol_GST_NZc.p.l,Petrol_taxes_NZc.p.l,Petrol_price_excl_taxes_NZc.p.l,Petrol_main_port_price_NZc.p.l,Petrol_discounted_retail_price_NZc.p.l,Petrol_importer_margin_NZc.p.l,Petrol_margin_trend_NZc.p.l,Diesel_main_port_price_excl_taxes_NZc.p.l
22/11/2013,2013w47,Final,106.85,0.8306,128.6419456,99.30632986,0.534,19.12117202,19.49617202,126.5654802,149.9,146.5956522,27.25915029,27.117983,93.32250326,0.462,27.01587902,91.14487902,115.5148601,211.9,207.1217391,22.19235686,23.69901949,129.4388261
29/11/2013,2013w48,Final,108.53,0.81748,132.7616578,104.1982543,0.534,19.34477451,19.71977451,128.0561634,151.6142857,148.3099379,23.85790904,27.217666,95.6395568,0.462,27.2394815,91.3684815,117.0055433,213.6142857,208.8360248,21.36598655,23.71121818,130.9295093
6/12/2013,2013w49,Final,108.51,0.82032,132.2776477,103.9491877,0.534,19.81061302,20.18561302,131.1617534,155.1857143,151.8813665,27.21256579,27.31734901,95.83352236,0.462,27.55625169,91.68525169,119.1173446,216.0428571,211.2645963,23.28382223,23.72341688,134.0350994
13/12/2013,2013w50,Final,106.67,0.82788,128.8471759,100.9620998,0.534,20.0342155,20.4092155,132.6524367,156.9,153.5956522,31.69033689,27.41703201,95.40237355,0.462,27.66805293,91.79705293,119.8626862,216.9,212.1217391,24.46031265,23.73561558,135.5257826
20/12/2013,2013w51,Final,107.72,0.82442,130.661556,101.2336778,0.534,20.0342155,20.4092155,132.6524367,156.9,153.5956522,31.41875884,27.51671502,95.54280611,0.462,27.66805293,91.79705293,119.8626862,216.9,212.1217391,24.31988009,23.74781428,135.5257826
27/12/2013,2013w52,Final,109.27,0.819133333,133.3970864,102.6068877,0.534,20.0342155,20.4092155,132.6524367,156.9,153.5956522,30.04554899,27.63785117,99.46331797,0.462,27.66805293,91.79705293,119.8626862,216.9,212.1217391,20.39936823,23.76742247,135.5257826
3/01/2014,2014w01,Final,106.15,0.818366667,129.7095841,103.1308969,0.534,19.92799532,20.30299532,131.9443021,156.9,152.7812974,28.81340525,27.75898732,99.62395159,0.462,27.98797372,92.11697372,121.9954914,219.9,214.5744651,22.37153985,23.78703067,135.5257826
10/01/2014,2014w02,Final,103.61,0.82748,125.2114855,99.18384778,0.534,19.43830228,19.81330228,128.6796818,153.4714286,149.0269841,29.49583407,27.88012346,95.74588237,0.462,27.73581781,91.86481781,120.314452,218.1857143,212.6412698,24.56856967,23.80663887,132.5444161
17/01/2014,2014w03,Final,103.39,0.83466,123.8707977,97.35698277,0.534,19.08426501,19.45926501,126.3194334,150.7571429,146.3126984,28.96245063,28.00125961,94.11274938,0.462,27.51221532,91.64121532,118.8237688,216.4714286,210.9269841,24.71101943,23.82624706,130.1841677
24/01/2014,2014w04,Final,104.18,0.83036,125.4636543,98.26284652,0.534,18.97246377,19.34746377,125.5740918,149.9,145.4555556,27.31124527,28.12239576,95.25100163,0.462,27.43768116,91.56668116,118.3268744,215.9,210.3555556,23.07587277,23.84585526,129.4388261
31/01/2014,2014w05,Final,104.26,0.8225,126.7598784,99.16069176,0.534,18.97246377,19.34746377,125.5740918,149.9,145.4555556,26.41340003,28.24353191,95.88079574,0.462,27.43768116,91.56668116,118.3268744,215.9,210.3555556,22.44607866,23.86546345,129.4388261
7/02/2014,2014w06,Final,102.61,0.81715,125.5705807,99.28211245,0.534,18.97246377,19.34746377,125.5740918,149.9,145.4555556,26.29197934,28.36466806,95.27826109,0.462,27.43768116,91.56668116,118.3268744,215.9,210.3555556,23.04861331,23.88507165,129.4388261
14/02/2014,2014w07,Final,105.3,0.83054,126.7849833,99.30630424,0.534,18.97246377,19.34746377,125.5740918,149.9,145.4555556,26.26778755,28.48580421,97.65313434,0.462,27.43768116,91.56668116,118.3268744,215.9,210.3555556,20.67374005,23.90467984,129.4388261
21/02/2014,2014w08,Final,106.67,0.83242,128.1444463,100.1136161,0.534,18.97246377,19.34746377,125.5740918,149.9,145.4555556,25.46047567,28.60751869,97.50935603,0.462,27.43768116,91.56668116,118.3268744,215.9,210.3555556,20.81751836,23.93939038,129.4388261
28/02/2014,2014w09,Final,105.89,0.83262,127.1768634,99.3231439,0.534,19.12153209,19.49653209,126.5678806,151.0428571,146.5984127,27.2447367,28.72923317,97.68318053,0.462,27.58674948,91.71574948,119.3206632,217.0428571,211.4984127,21.63748269,23.97410092,130.4326149
7/03/2014,2014w10,Final,105.39,0.84026,125.4254635,97.88351547,0.534,19.23333333,19.60833333,127.3132222,151.9,147.4555556,29.42970675,28.85094765,96.91910232,0.462,27.69855072,91.82755072,120.0660048,217.9,212.3555556,23.14690252,24.00881146,131.1779565
14/03/2014,2014w11,Final,104.21,0.84944,122.680825,95.44172393,0.534,18.97246377,19.34746377,125.5740918,149.9,145.4555556,30.13236786,28.97266214,95.08924977,0.462,27.69855072,91.82755072,120.0660048,217.9,212.3555556,24.97675506,24.043522,129.4388261
21/03/2014,2014w12,Final,103.54,0.85576,120.9918669,94.37396106,0.534,18.7115942,19.0865942,123.8349614,147.9,143.4555556,29.46100029,29.09437662,92.33812389,0.462,27.43768116,91.56668116,118.3268744,215.9,210.3555556,25.98875051,24.07823253,127.6996957
28/03/2014,2014w13,Final,104.24,0.85838,121.4380577,95.00584226,0.534,18.7115942,19.0865942,123.8349614,147.9,143.4555556,28.82911909,29.2160911,92.3295258,0.462,27.43768116,91.56668116,118.3268744,215.9,210.3555556,25.9973486,24.11294307,127.6996957
4/04/2014,2014w14,Final,102.9,0.8617,119.4151097,93.99366892,0.534,18.41723887,18.79223887,121.8725925,146.7571429,141.1988313,27.87892354,29.33780558,92.06762579,0.462,27.14381726,91.27281726,116.3677817,214.7571429,208.102599,24.30015594,24.14765361,126.7059068
11/04/2014,2014w15,Final,103.76,0.86532,119.9093977,94.16480457,0.534,18.28122312,18.65622312,120.9658208,145.9,140.156044,26.80101626,29.45952006,93.17000241,0.462,27.00788342,91.13688342,115.4615561,213.9,207.0604396,22.29155373,24.18236415,125.9605652
18/04/2014,2014w16,Final,105.8,0.8656,122.2273567,95.89077134,0.534,18.50482561,18.87982561,122.4565041,147.6142857,141.8703297,26.56573272,29.57836302,95.0930532,0.462,27.23148591,91.36048591,116.9522394,215.6142857,208.7747253,21.85918617,24.26557616,127.4512484
25/04/2014,2014w17,Final,105.8,0.859766667,123.0566433,96.89790778,0.534,18.69116101,19.06616101,123.6987401,149.0428571,143.2989011,26.8008323,29.69720599,95.86733234,0.462,27.41782131,91.54682131,118.1944754,217.0428571,210.2032967,22.32714305,24.34878816,128.6934845
2/05/2014,2014w18,Final,104.92,0.85848,122.2160097,95.83806793,0.534,18.80296226,19.17796226,124.4440817,149.9,144.156044,28.60601377,29.81604895,94.19534202,0.462,27.52962255,91.65862255,118.939817,217.9,211.0604396,24.74447499,24.43200017,129.4388261
9/05/2014,2014w19,Final,103.95,0.86694,119.9044917,94.26016889,0.534,18.61662685,18.99162685,123.2018457,148.4714286,142.7274725,28.94167678,29.93489191,91.70139598,0.462,27.25011945,91.37911945,117.076463,215.7571429,208.9175824,25.37506699,24.51521218,128.1965901
16/05/2014,2014w20,Final,105.8,0.86374,122.4905643,94.59315664,0.534,18.65389393,19.02889393,123.4502929,148.7571429,143.0131868,28.85713624,30.05373488,94.09170471,0.462,27.25011945,91.37911945,117.076463,215.7571429,208.9175824,22.98475826,24.59842418,128.4450373
23/05/2014,2014w21,Final,106.79,0.85956,124.2379822,95.07304485,0.534,18.80296226,19.17796226,124.4440817,149.9,144.156044,29.37103685,30.17257784,95.50608595,0.462,27.39918777,91.52818777,118.0702518,216.9,210.0604396,22.56416584,24.68163619,129.4388261
30/05/2014,2014w22,Final,106.36,0.8531,124.6747157,95.32381869,0.534,19.02656474,19.40156474,125.9347649,151.6142857,145.8703297,30.61094624,30.29142081,96.62770857,0.462,27.62279025,91.75179025,119.560935,218.6142857,211.7747253,22.93322645,24.7648482,130.9295093
6/06/2014,2014w23,Final,105.2,0.8449,124.5117765,93.72866003,0.534,19.06383182,19.43883182,126.1832121,151.9,146.156044,32.4545521,30.41026377,95.2841176,0.462,27.66005733,91.78905733,119.8093822,218.9,212.0604396,24.52526463,24.84806021,131.1779565
13/06/2014,2014w24,Final,106.99,0.85634,124.9386926,93.56764423,0.534,19.06383182,19.43883182,126.1832121,151.9,146.156044,32.6155679,30.50630986,94.65503514,0.462,27.66005733,91.78905733,119.8093822,218.9,212.0604396,25.15434709,24.93904002,131.1779565
20/06/2014,2014w25,Final,110.48,0.86866,127.184399,94.62629345,0.534,19.17563306,19.55063306,126.9285538,152.7571429,147.0131868,32.3022603,30.60235595,96.35705996,0.462,27.77185858,91.90085858,120.5547238,219.7571429,212.9175824,24.19766388,25.03001983,131.9232981
27/06/2014,2014w26,Final,109.74,0.87208,125.8370792,94.64751949,0.534,19.32470139,19.69970139,127.9223426,153.9,148.156044,33.27482308,30.69840204,97.31183273,0.462,27.9209269,92.0499269,121.5485127,220.9,214.0604396,24.23667993,25.12099965,132.917087
4/07/2014,2014w27,Final,108.23,0.87638,123.4966567,92.92310856,0.534,18.97865704,19.35365704,125.6153803,151.3285714,145.5030373,32.69227173,30.79444814,97.69336814,0.462,28.10471789,95.23371789,119.7737859,223.4714286,215.4695038,22.08041777,25.21197946,130.6810621
11/07/2014,2014w28,Final,106.15,0.87822,120.869486,90.99592597,0.534,18.64147988,19.01647988,123.3675325,148.7571429,142.9180124,32.37160657,30.89049423,94.54029763,0.462,27.98628139,95.11528139,118.9842093,222.7571429,214.5614907,24.44391166,25.30295927,128.4450373
18/07/2014,2014w29,Final,104.77,0.87456,119.7973838,90.95236313,0.534,18.52967864,18.90467864,122.6221909,147.9,142.0608696,31.6698278,30.98654032,93.51749722,0.462,27.87448015,95.00348015,118.2388677,221.9,213.7043478,24.72137045,25.39393909,127.6996957
25/07/2014,2014w30,Final,105.54,0.86484,122.0341335,91.7623852,0.534,18.52967864,18.90467864,122.6221909,147.9,142.0608696,30.85980573,31.08258641,91.75840847,0.462,27.87448015,95.00348015,118.2388677,221.9,213.7043478,26.4804592,25.4849189,127.6996957
1/08/2014,2014w31,Final,105.03,0.85204,123.2688606,93.80064249,0.534,18.52967864,18.90467864,122.6221909,147.9,142.0608696,28.82154844,31.1786325,90.66493888,0.462,27.87448015,95.00348015,118.2388677,221.9,213.7043478,27.57392879,25.57589872,127.6996957
8/08/2014,2014w32,Final,103.4,0.84828,121.8937143,93.53777041,0.534,18.75328112,19.12828112,124.1128742,149.6142857,143.7751553,30.57510375,31.2465808,88.43986133,0.462,27.65087767,94.77987767,116.7481844,220.1857143,211.9900621,28.30832312,25.634574,129.1903789
15/08/2014,2014w33,Final,101.99,0.84624,120.5213651,92.60802739,0.534,18.7905482,19.1655482,124.3613214,149.9,144.0608696,31.75329397,31.3145291,88.46418994,0.462,27.61361059,94.74261059,116.4997372,219.9,211.7043478,28.0355473,25.69324928,129.4388261
22/08/2014,2014w34,Final,99.86,0.84286,118.4775645,91.88619682,0.534,18.56694572,18.94194572,122.8706381,148.1857143,142.3465839,30.98444131,31.3824774,87.98498837,0.462,27.3900081,94.5190081,115.009054,218.1857143,209.9900621,27.02406564,25.75192456,127.9481429
29/08/2014,2014w35,Final,100.55,0.8352,120.3903257,93.39959134,0.534,18.52967864,18.90467864,122.6221909,147.9,142.0608696,29.22259959,31.4504257,90.50948301,0.462,27.35274102,94.48174102,114.7606068,217.9,209.7043478,24.2511238,25.81059985,127.6996957
5/09/2014,2014w36,Final,99.63,0.83356,119.5234896,93.24568608,0.534,18.75328112,19.12828112,124.1128742,149.6142857,143.7751553,30.86718808,31.518374,90.95975588,0.462,27.57634351,94.70534351,116.25129,219.6142857,211.4186335,25.29153416,25.86927513,129.1903789
12/09/2014,2014w37,Final,96.43,0.82474,116.9216965,92.06601399,0.534,18.7905482,19.1655482,124.3613214,149.9,144.0608696,32.29530737,31.5863223,90.5587334,0.462,27.61361059,94.74261059,116.4997372,219.9,211.7043478,25.94100384,25.92795041,129.4388261
19/09/2014,2014w38,Final,95.82,0.81522,117.5388239,91.75614454,0.534,18.7905482,19.1655482,124.3613214,149.9,144.0608696,32.60517682,31.6542706,91.01836243,0.462,27.61361059,94.74261059,116.4997372,219.9,211.7043478,25.48137481,25.9866257,129.4388261
26/09/2014,2014w39,Final,94.21,0.8071,116.7265519,91.42169006,0.534,18.7905482,19.1655482,124.3613214,149.9,144.0608696,32.9396313,31.7222189,91.61873396,0.462,27.61361059,94.74261059,116.4997372,219.9,211.7043478,24.88100328,26.04530098,129.4388261
3/10/2014,2014w40,Final,92.79,0.78248,118.5845006,93.00710797,0.534,18.95217391,19.32717391,125.4388261,151.9,145.3,32.43171812,31.77121113,93.90501651,0.462,27.93382393,95.06282393,118.6344928,221.9,214.1593168,24.72947634,26.07397953,131.1779565
10/10/2014,2014w41,Final,89.46,0.78344,114.1887062,89.12421835,0.534,18.91247637,19.28747637,125.1741758,151.9,144.9956522,36.04995745,31.82020335,90.94986329,0.462,27.95756144,95.08656144,118.7927429,221.9,214.3413043,27.84287962,26.10265808,131.1779565
17/10/2014,2014w42,Final,84.95,0.78868,107.7116194,84.88784875,0.534,18.278936,18.653936,120.9505733,147.0428571,140.1385093,36.06272457,31.86919557,85.32566695,0.462,27.32402106,94.45302106,114.5691404,217.0428571,209.4841615,29.24347348,26.13133662,126.954354
24/10/2014,2014w43,Final,83.87,0.79116,106.0088983,84.22200795,0.534,17.98079935,18.35579935,118.9629957,144.7571429,137.852795,34.74098773,31.9181878,83.30873323,0.462,27.02588442,94.15488442,112.5815628,214.7571429,207.1984472,29.27282956,26.16001517,124.9667764
31/10/2014,2014w44,Final,84.17,0.786775,106.9810302,85.28096868,0.534,17.86899811,18.24399811,118.2176541,143.9,136.9956522,32.93668538,31.96718002,85.39173229,0.462,26.91408318,94.04308318,111.8362212,213.9,206.3413043,26.44448888,26.18869372,124.2214348
7/11/2014,2014w45,Final,80.68,0.77474,104.1381625,85.41258971,0.534,17.86899811,18.24399811,118.2176541,143.9,136.9956522,32.80506436,32.01617224,83.0521626,0.462,26.72774777,93.85674777,110.5939851,212.4714286,204.9127329,27.54182255,26.21737227,124.2214348
14/11/2014,2014w46,Final,77.11,0.78202,98.60361628,83.60526516,0.534,17.71992979,18.09492979,117.2238652,142.7571429,135.852795,33.61860009,32.06516447,79.87133232,0.462,26.50414529,93.63314529,109.1033019,210.7571429,203.1984472,29.2319696,26.24605082,123.227646
21/11/2014,2014w47,Final,74.85,0.79014,94.73004784,81.07826362,0.534,17.34725898,17.72225898,114.7393932,139.9,132.9956522,33.66112957,32.11415669,76.9808897,0.462,26.13147448,93.26047448,106.6188299,207.9,200.3413043,29.63794017,26.27472937,120.7431739
28/11/2014,2014w48,Final,72.48,0.7858,92.23721049,79.62996914,0.534,17.23545774,17.61045774,113.9940516,139.0428571,132.1385093,34.36408244,32.152612,77.82106922,0.462,26.01967324,93.14867324,105.8734883,207.0428571,199.4841615,28.05241903,26.29816313,119.9978323
5/12/2014,2014w49,Final,67.7,0.78084,86.70150095,74.39718286,0.534,16.5273832,16.9023832,109.2735547,133.6142857,126.7099379,34.87637182,32.19106731,70.39558537,0.462,25.3115987,92.4405987,101.1529914,201.6142857,194.0555901,30.75740599,26.32159689,115.2773354
12/12/2014,2014w50,Final,61.78,0.77338,79.8831105,70.97262528,0.6408,16.1547124,16.5297124,106.6822826,130.7571429,123.852795,35.70965735,32.22952261,66.11447438,0.5544,24.92774777,92.05674777,98.50158515,198.6714286,191.1127329,32.38711076,26.34503065,112.6860634
19/12/2014,2014w51,Final,57.24,0.77576,73.78570692,66.95200861,0.6675,15.5584391,15.9334391,102.6804274,126.1857143,119.2813665,35.72841875,32.26797792,62.23594974,0.5775,24.3426546,91.4716546,94.57786403,194.1857143,186.6270186,32.34191429,26.36846441,108.6842081
26/12/2014,2014w52,Final,56.23,0.772666667,72.77394305,66.95484107,0.6675,15.29756954,15.67256954,100.9412969,124.1857143,117.2813665,33.98645585,32.30643323,63.48909469,0.5775,24.08178504,91.21078504,92.83873359,192.1857143,184.6270186,29.34963891,26.39189817,106.9450776
2/01/2015,2015w01,Final,53.68,0.7791,68.90001284,63.77735363,0.6675,15.10741741,15.48241741,99.67361606,122.7571429,115.8235335,35.89626243,32.34488854,59.42655975,0.5775,23.87497975,91.00397975,91.46003164,190.7571429,183.0415114,32.0334719,26.41533194,105.7028416
9/01/2015,2015w02,Final,47.49,0.77456,61.31222888,59.77024042,0.6675,14.28467909,14.65967909,94.18869393,116.4714286,109.515873,34.41845351,32.38334385,54.50963738,0.5775,23.03975155,90.16875155,85.89184369,184.4714286,176.6380952,31.38220631,26.4387657,100.2370031
16/01/2015,2015w03,Final,43.88,0.77806,56.39667892,55.81907249,0.6675,13.22256729,13.59756729,87.10794859,108.3285714,101.3730159,31.28887609,32.42179916,50.93664963,0.5775,21.75403727,88.88303727,77.32041511,174.6142857,166.7809524,26.38376549,26.46219946,93.15625776
23/01/2015,2015w04,Final,44.16,0.76546,57.6908003,56.70406085,0.6675,13.03623188,13.41123188,85.86571256,106.9,99.94444444,29.16165171,32.45238307,53.09926315,0.5775,21.53043478,88.65943478,75.82973188,172.9,165.0666667,22.73046873,26.49299777,91.91402174
30/01/2015,2015w05,Final,44.64,0.73806,60.48288757,58.13413614,0.6675,13.03623188,13.41123188,85.86571256,106.9,99.94444444,27.73157642,32.48296698,55.25916982,0.5775,21.53043478,88.65943478,75.82973188,172.9,165.0666667,20.57056206,26.52379608,91.91402174
6/02/2015,2015w06,Final,53.9,0.731575,73.67665653,64.08042276,0.6675,13.83747412,14.21247412,91.20732747,113.0428571,106.0873016,27.1269047,32.51355089,63.86292539,0.5775,22.5552795,89.6842795,82.66203002,180.7571429,172.9238095,18.79910464,26.55459439,97.25563665
13/02/2015,2015w07,Final,55.42,0.7391,74.98308754,67.37758296,0.6675,14.28467909,14.65967909,94.18869393,116.4714286,109.515873,26.81111096,32.5441348,66.17177266,0.5775,23.39378882,90.52278882,88.25209213,187.1857143,179.352381,22.08031947,26.5853927,100.2370031
20/02/2015,2015w08,Final,58.14,0.75172,77.34262757,68.41736858,0.6675,14.91821946,15.29321946,98.41229641,121.3285714,114.3730159,29.99492783,32.57471871,67.57651485,0.5775,24.06459627,91.19359627,92.72414182,192.3285714,184.4952381,25.14762698,26.61619101,104.4606056
27/02/2015,2015w09,Final,56.89,0.75262,75.5892748,67.40528266,0.6675,14.99275362,15.36775362,98.90919082,121.9,114.9444444,31.50390816,32.60530262,68.13354807,0.5775,24.13913043,91.26813043,93.22103623,192.9,185.0666667,25.08748817,26.64698932,104.9575
6/03/2015,2015w10,Final,57.95,0.75388,76.86899772,68.81965532,0.6675,14.99275362,15.36775362,98.90919082,121.9,114.9444444,30.0895355,32.63588653,71.17030843,0.5775,24.36273292,91.49173292,94.71171946,194.6142857,186.7809524,23.54141103,26.67778763,104.9575
13/03/2015,2015w11,Final,54.45,0.73348,74.23515297,68.33965883,0.6675,14.99275362,15.36775362,98.90919082,121.9,114.9444444,30.56953199,32.66647044,71.11100541,0.5775,24.4,91.529,94.96016667,194.9,187.0666667,23.84916126,26.70858594,104.9575
20/03/2015,2015w12,Final,51.35,0.73816,69.56486399,66.00398911,0.6675,14.99275362,15.36775362,98.90919082,121.9,114.9444444,32.90520171,32.68179493,67.76098037,0.5775,24.43726708,91.56626708,95.20861387,195.1857143,187.352381,27.4476335,26.73905149,104.9575
27/03/2015,2015w13,Final,54.2,0.76174,71.15288681,65.23399936,0.6675,14.76915114,15.14415114,97.41850759,120.1857143,113.2301587,32.18450823,32.69711942,68.10482053,0.5775,24.17639752,91.30539752,93.46948344,193.1857143,185.352381,25.3646629,26.76951704,103.4668168
3/04/2015,2015w14,Final,53.22,0.7495,71.00733823,65.55542787,0.6675,14.66088777,15.03588777,96.69675178,119.9,112.4001395,31.1413239,32.7124439,66.75483092,0.5775,24.01681796,91.14581796,92.40561976,192.9,184.1289377,25.65078885,26.79998259,103.2183696
10/04/2015,2015w15,Final,55.66,0.754075,73.81228658,64.95513201,0.6675,14.63248925,15.00748925,96.50742833,119.9,112.1824176,31.55229632,32.72776839,65.50920501,0.5775,23.96789298,91.09689298,92.07945318,192.9,183.7538462,26.57024817,26.83044814,103.2183696
17/04/2015,2015w16,Final,59,0.755,78.14569536,67.52596532,0.6675,14.80019111,15.17519111,97.62544075,121.1857143,113.4681319,30.09947543,32.74309288,69.91002432,0.5775,24.13559484,91.26459484,93.1974656,194.1857143,185.0395604,23.28744128,26.86091369,104.336382
24/04/2015,2015w17,Final,60.92,0.76502,79.63190505,67.89309217,0.6675,15.54553273,15.92053273,102.5943849,126.9,119.1824176,34.70129268,32.75841737,71.07089688,0.5775,24.88093645,92.00993645,98.1664097,199.9,190.7538462,27.09551282,26.89137924,109.3053261
1/05/2015,2015w18,Final,62.42,0.764175,81.6828606,69.73506282,0.6675,15.76913521,16.14413521,104.0850681,128.6142857,120.8967033,34.35000526,32.77374186,74.03132432,0.5775,25.21634018,92.34534018,100.4024345,202.4714286,193.3252747,26.37111022,26.92184479,110.7960093
8/05/2015,2015w19,Final,65.16,0.74922,86.97044927,73.60974008,0.6675,16.45857621,16.83357621,108.6813414,133.9,126.1824176,35.07160129,32.78906634,76.68360671,0.5775,25.92441472,93.05341472,105.1229314,207.9,198.7538462,28.43932472,26.95231034,115.3922826
15/05/2015,2015w20,Final,64.16,0.74286,86.36889858,74.55717183,0.6675,16.32814142,16.70314142,107.8117762,132.9,125.1824176,33.25460433,32.79934238,77.98619093,0.5775,25.79397993,92.92297993,104.2533662,206.9,197.7538462,26.26717529,26.97446199,114.5227174
22/05/2015,2015w21,Final,62.96,0.73692,85.43668241,74.7006352,0.6675,16.06727186,16.44227186,106.0726457,130.9,123.1824176,31.37201053,32.80961842,79.8273306,0.5775,25.53311037,92.66211037,102.5142358,204.9,195.7538462,22.68690519,26.99661364,112.783587
29/05/2015,2015w22,Final,61.36,0.72476,84.66250897,73.99770955,0.6675,16.06727186,16.44227186,106.0726457,130.9,123.1824176,32.07493618,32.81989445,78.82983276,0.5775,25.53311037,92.66211037,102.5142358,204.9,195.7538462,23.68440302,27.01876528,112.783587
5/06/2015,2015w23,Final,61.75,0.714275,86.45129677,74.33516881,0.6675,16.21634018,16.59134018,107.0664345,132.0428571,124.3252747,32.73126573,32.83017049,79.98043162,0.5775,25.75671285,92.88571285,104.004919,206.6142857,197.4681319,24.02448739,27.04091693,113.7773758
12/06/2015,2015w24,Final,62.39,0.7072,88.22115385,75.35101422,0.6675,16.23497372,16.60997372,107.1906581,132.1857143,124.4681319,31.83964393,32.84044653,83.79248383,0.5775,25.83124701,92.96024701,104.5018134,207.1857143,198.0395604,20.7093296,27.06306858,113.9015994
19/06/2015,2015w25,Final,61.55,0.69556,88.48984991,75.98751055,0.6675,16.45857621,16.83357621,108.6813414,133.9,126.1824176,32.69383082,32.85072256,84.8878199,0.5775,26.27845198,93.40745198,107.4831799,210.6142857,201.4681319,22.59535998,27.08522023,115.3922826
26/06/2015,2015w26,Final,60.91,0.68852,88.46511358,76.23741907,0.6675,16.45857621,16.83357621,108.6813414,133.9,126.1824176,32.4439223,32.8609986,82.2588442,0.5775,26.44615385,93.57515385,108.6011923,211.9,202.7538462,26.34234811,27.10737187,115.3922826
3/07/2015,2015w27,Final,60.83,0.67732,89.80983878,75.52113702,0.6675,16.37616085,16.75116085,108.1319057,132.7571429,125.5505665,32.61076865,32.87127463,81.08852269,0.5775,26.59445875,93.72345875,109.5898917,211.9,203.8908505,28.501369,27.12952352,114.3984938
10/07/2015,2015w28,Final,56.89,0.66964,84.95609581,71.90539007,0.6675,16.06741831,16.44241831,106.0736221,130.1857143,123.1835404,34.16823199,32.88082083,80.02476383,0.5775,26.5047124,93.6337124,108.9915826,210.7571429,203.202795,28.96681881,27.16073108,112.1624689
17/07/2015,2015w29,Final,56.86,0.66398,85.63510949,71.62605995,0.6675,15.89971645,16.27471645,104.9556096,128.9,121.8978261,33.32954969,32.89036702,80.22560807,0.5775,26.39291115,93.52191115,108.246241,209.9,202.3456522,28.02063295,27.19193863,111.0444565
24/07/2015,2015w30,Final,55.25,0.65894,83.84678423,70.53825489,0.6675,15.89971645,16.27471645,104.9556096,128.9,121.8978261,34.41735476,32.89991322,79.37318001,0.5775,26.39291115,93.52191115,108.246241,209.9,202.3456522,28.87306101,27.22314619,111.0444565
31/07/2015,2015w31,Final,53.55,0.66306,80.761922,67.05238394,0.6675,15.56431272,15.93931272,102.7195848,126.3285714,119.3263975,35.66720086,32.90945941,77.09107204,0.5775,26.05750743,93.18650743,106.0102162,207.3285714,199.7742236,28.91914413,27.25435374,108.8084317
7/08/2015,2015w32,Final,49.94,0.6552,76.22100122,66.43315478,0.6675,15.35934378,15.73434378,101.3531252,124.7571429,117.7549689,34.91997039,32.9190056,77.02686801,0.5775,25.85253848,92.98153848,104.6437565,205.7571429,198.202795,27.61688854,27.2855613,107.441972
14/08/2015,2015w33,Final,48.95,0.6567,74.53936348,67.11627249,0.6675,15.24754253,15.62254253,100.6077836,123.9,116.8978261,33.49151106,32.9285518,75.65911255,0.5775,25.74073724,92.86973724,103.8984149,204.9,197.3456522,28.23930238,27.31676886,106.6966304
21/08/2015,2015w34,Final,47.06,0.65884,71.42857143,64.90723686,0.6675,15.06120713,15.43620713,99.36554753,122.4714286,115.4692547,34.45831067,32.93809799,70.38570492,0.5775,25.55440184,92.68340184,102.6561789,203.4714286,195.9170807,32.27047399,27.34797641,105.4543944
28/08/2015,2015w35,Final,44.34,0.65172,68.03535261,62.24093102,0.6675,14.7258034,15.1008034,97.12952268,119.9,112.8978261,34.88859166,32.94764419,64.91792861,0.5775,24.82769376,91.95669376,97.81145841,197.9,190.3456522,32.89352981,27.37918397,103.2183696
4/09/2015,2015w36,Final,47.9,0.63762,75.12311408,68.69968717,0.6675,15.09847421,15.47347421,99.61399473,122.7571429,115.7549689,30.91430756,32.93744715,72.6411095,0.5775,25.20036457,92.32936457,100.2959305,200.7571429,193.202795,27.65482096,27.41544144,105.7028416
11/09/2015,2015w37,Final,46.17,0.63066,73.20901912,68.65707447,0.6675,15.39661086,15.77161086,101.6015724,125.0428571,118.0406832,32.9444979,32.92725012,73.77045693,0.5775,25.49850122,92.62750122,102.2835081,203.0428571,195.4885093,28.51305117,27.45169891,107.6904193
18/09/2015,2015w38,Final,44.16,0.63442,69.60688503,66.92448833,0.6675,15.5084121,15.8834121,102.346914,125.9,118.8978261,35.42242566,32.91705309,71.43818354,0.5775,25.61030246,92.73930246,103.0288497,203.9,196.3456522,31.59066618,27.48795639,108.4357609
25/09/2015,2015w39,Final,44.46,0.63162,70.39042462,67.03405912,0.6675,15.5084121,15.8834121,102.346914,125.9,118.8978261,35.31285486,32.90685606,72.78443966,0.5775,25.61030246,92.73930246,103.0288497,203.9,196.3456522,30.24441006,27.52421386,108.4357609
2/10/2015,2015w40,Final,44.17,0.63734,69.30366837,65.54235527,0.6675,15.3194842,15.6944842,101.0873947,125.9,117.4493789,35.54503941,32.89665903,72.45561796,0.5775,25.365798,92.494798,101.39882,203.9,194.471118,28.94320205,27.56047134,108.4357609
