Week_ending_Friday,Week_number,Status,Dubai_crude_USD.p.bbl,NZ_US_exrate,Dubai_crude_NZD.p.bbl,Diesel_importer_cost_NZc.p.l,Diesel_ETS_NZc.p.l,Diesel_GST_NZc.p.l,Diesel_taxes_NZc.p.l,Diesel_price_excl_taxes_NZc.p.l,Diesel_main_port_price_NZc.p.l,Diesel_discounted_retail_price_NZc.p.l,Diesel_importer_margin_NZc.p.l,Diesel_margin_trend_NZc.p.l,Petrol_importer_cost_NZc.p.l,Petrol_ETS_NZc.p.l,Petrol_GST_NZc.p.l,Petrol_taxes_NZc.p.l,Petrol_price_excl_taxes_NZc.p.l,Petrol_main_port_price_NZc.p.l,Petrol_discounted_retail_price_NZc.p.l,Petrol_importer_margin_NZc.p.l,Petrol_margin_trend_NZc.p.l,Diesel_main_port_price_excl_taxes_NZc.p.l
18/08/2017,2017w33,Final,49.31,0.7293,67.61277938,58.9608376,3.0278,14.95803403,15.58803403,96.06242684,128.9,114.6782609,37.10158925,35.05493458,62.77731282,2.6195,24.0657845,90.5497845,91.33506333,196.9,184.5043478,28.55775051,28.86257707,108.4291565
25/08/2017,2017w34,Final,50.2,0.7261,69.13648258,59.72926468,3.0278,14.95803403,15.58803403,96.06242684,128.9,114.6782609,36.33316217,34.982643,63.6737033,2.6195,24.21485282,90.69885282,92.32885215,198.0428571,185.647205,28.65514885,28.86191653,108.4291565
1/09/2017,2017w35,Final,50.36,0.7221,69.7410331,61.05618472,3.0278,15.23753713,15.86753713,97.92578088,131.0428571,116.821118,36.86959616,34.89873308,65.28653621,2.6195,24.60615717,91.09015717,94.9375478,201.0428571,188.647205,29.65101159,28.84934727,110.2925106
8/09/2017,2017w36,Final,52.36,0.72108,72.61330227,64.27284694,3.23924,15.62884148,16.25884148,100.3230365,134.0428571,119.821118,36.05018959,34.81482316,66.6005873,2.80246,24.99746152,91.48146152,97.36328345,204.0428571,191.647205,30.76269615,28.83677801,112.6897662
15/09/2017,2017w37,Final,53.49,0.72472,73.80781543,64.21654463,3.2921,15.74064272,16.37064272,101.0155181,134.9,120.6782609,36.79897352,34.73091325,66.61629178,2.8482,25.10926276,91.59326276,98.06288507,204.9,192.5043478,31.44659328,28.82420874,113.3822478
22/09/2017,2017w38,Final,54.4,0.73062,74.45731023,64.72483859,3.2921,15.74064272,16.37064272,101.0155181,134.9,120.6782609,36.29067956,34.64700333,65.97249125,2.8482,25.10926276,91.59326276,98.06288507,204.9,192.5043478,32.09039381,28.81163948,113.3822478
29/09/2017,2017w39,Final,55.73,0.72352,77.02620522,66.95419354,3.2921,15.66343505,16.29343505,100.5008004,134.9,120.0863354,33.54660682,34.56309341,66.87132758,2.8482,25.05806103,91.54206103,97.72154021,204.9,192.1118012,30.85021263,28.79907022,113.3822478
6/10/2017,2017w40,Final,54.42,0.71688,75.91228658,66.05623621,3.2921,15.3678909,15.9978909,98.530506,136.1857143,117.8204969,32.47426979,34.47918349,65.74109798,2.8482,24.75085066,91.23485066,95.67347108,204.9,189.7565217,29.9323731,28.78650095,114.5002602
13/10/2017,2017w41,Final,54.51,0.7093,76.8504159,66.16393881,3.2921,15.40515798,16.03515798,98.7789532,136.4714286,118.1062112,32.61501439,34.39527357,66.49291109,2.8482,24.56451526,91.04851526,94.43123505,203.4714286,188.3279503,27.93832396,28.77393169,114.7487075
20/10/2017,2017w42,Final,55.76,0.71398,78.0974257,66.40956878,3.2921,15.33062382,15.96062382,98.28205879,135.9,117.5347826,31.87249001,34.31136365,67.43846683,2.8482,24.4899811,90.9739811,93.93434064,202.9,187.7565217,26.49587381,28.76136243,114.251813
27/10/2017,2017w43,Final,56.57,0.689625,82.03008882,68.96417988,3.2921,15.33062382,15.96062382,98.28205879,135.9,117.5347826,29.31787891,34.25317695,69.76888977,2.8482,24.4899811,90.9739811,93.93434064,202.9,187.7565217,24.16545087,28.76129901,114.251813
3/11/2017,2017w44,Final,58.73,0.68872,85.27413172,70.65881237,3.2921,16.09459897,16.72459897,103.3752265,141.7571429,123.3919255,32.71641412,34.19499025,72.52073397,2.8482,25.12352147,91.60752147,98.15794313,207.7571429,192.6136646,25.63720916,28.76123559,119.3449807
10/11/2017,2017w45,Final,61.84,0.69314,89.21718556,72.01051093,3.2921,16.65360518,17.28360518,107.1019346,146.0428571,127.6776398,35.09142364,34.13680355,75.01401452,2.8482,25.68252768,92.16652768,101.8846512,212.0428571,196.8993789,26.87063668,28.76117217,123.0716888
17/11/2017,2017w46,Final,60.46,0.68832,87.83705253,72.42318039,3.2921,16.76540643,17.39540643,107.8472762,146.9,128.5347826,35.42409579,34.07861684,74.23252848,2.8482,25.79432892,92.27832892,102.6299928,212.9,197.7565217,28.39746433,28.76110876,123.8170304
24/11/2017,2017w47,Final,60.73,0.6844,88.73465809,74.26626417,3.2921,16.76540643,17.39540643,107.8472762,146.9,128.5347826,33.58101201,34.02043014,75.12514636,2.8482,25.79432892,92.27832892,102.6299928,212.9,197.7565217,27.50484646,28.76104534,123.8170304
1/12/2017,2017w48,Final,61.07,0.68716,88.87304267,73.2985694,3.2921,17.02627599,17.65627599,109.5864066,148.9,130.5347826,36.28783722,33.96224344,75.09630228,2.8482,26.05519849,92.53919849,104.3691233,214.9,199.7565217,29.27282097,28.76098192,125.5561609
8/12/2017,2017w49,Final,60.2,0.68672,87.66309413,72.77798138,3.5057,17.02627599,17.65627599,109.3728066,148.9,130.5347826,36.59482523,33.90405674,73.95251806,3.033,26.05519849,92.53919849,104.1843233,214.9,199.7565217,30.23180519,28.7609185,125.3425609
15/12/2017,2017w50,Final,60.83,0.69438,87.60332959,73.38821818,3.5591,16.65360518,17.28360518,106.8349346,146.0428571,127.6776398,33.44671639,33.84587003,73.77357506,3.0792,25.68252768,92.16652768,101.6536512,212.0428571,196.8993789,27.88007614,28.76085508,122.8046888
22/12/2017,2017w51,Final,61.71,0.70012,88.14203279,73.1173159,3.5591,16.50453686,17.13453686,105.8411457,144.9,126.5347826,32.72382985,33.86682157,72.52653713,3.0792,25.53345936,92.01745936,100.6598624,210.9,195.7565217,28.13332525,28.77907748,121.8109
29/12/2017,2017w52,Final,63.215,0.706866667,89.42987834,74.06390717,3.5591,16.50453686,17.13453686,105.8411457,144.9,126.5347826,31.77723857,33.88777311,72.25255722,3.0792,25.53345936,92.01745936,100.6598624,210.9,195.7565217,28.40730516,28.79729988,121.8109
5/01/2018,2018w01,Final,64.72,0.711166667,91.0053902,76.11831239,4.6725,17.17391304,17.80391304,109.1902536,144.9,131.6666667,33.07194124,33.90872465,73.13695735,4.0425,26.24927536,92.73327536,104.4686691,210.9,201.2444444,31.33171173,28.81552227,120.6975
12/01/2018,2018w02,Final,66.1,0.71948,91.87190749,75.81659069,4.6725,17.34161491,17.97161491,110.308266,146.1857143,132.952381,34.49167535,33.92967619,73.60240911,4.0425,26.3610766,92.8450766,105.2140107,211.7571429,202.1015873,31.61160159,28.83374467,121.8155124
19/01/2018,2018w03,Final,66.42,0.72772,91.27136811,75.62791271,4.6725,17.56521739,18.19521739,111.7989493,147.9,134.6666667,36.17103656,33.95062773,73.43243269,4.0425,26.51014493,92.99414493,106.2077995,212.9,203.2444444,32.77536683,28.85196707,123.3061957
26/01/2018,2018w04,Final,67.2,0.73284,91.69805142,75.8605971,4.6725,17.56521739,18.19521739,111.7989493,147.9,134.6666667,35.93835218,33.97157927,73.89575509,4.0425,26.51014493,92.99414493,106.2077995,212.9,203.2444444,32.31204443,28.87018946,123.3061957
2/02/2018,2018w05,Final,65.93,0.73546,89.64457618,75.7814061,4.6725,17.56521739,18.19521739,111.7989493,147.9,134.6666667,36.01754317,33.99253081,74.95412204,4.0425,26.51014493,92.99414493,106.2077995,212.9,203.2444444,31.25367748,28.88841186,123.3061957
9/02/2018,2018w06,Final,62.75,0.7266,86.36113405,73.26088162,4.6725,17.45341615,18.08341615,111.0536077,147.0428571,133.8095238,37.79272604,34.01348235,73.19435906,4.0425,26.39834369,92.88234369,105.4624579,212.0428571,202.3873016,32.26809884,28.90663425,122.560854
16/02/2018,2018w07,Final,59.84,0.731,81.86046512,69.16200961,4.6725,17.00621118,17.63621118,108.0722412,143.6142857,130.3809524,38.91023159,34.07959329,69.34626323,4.0425,25.95113872,92.43513872,102.4810914,208.6142857,198.9587302,33.13482821,28.93811364,119.5794876
23/02/2018,2018w08,Final,62.52,0.73488,85.0751143,70.60402957,4.6725,16.7826087,17.4126087,106.581558,141.9,128.6666667,35.9775284,34.14570424,70.04438951,4.0425,25.72753623,92.21153623,100.9904082,206.9,197.2444444,30.9460187,28.96959303,118.0888043
2/03/2018,2018w09,Final,62.12,0.72562,85.6095477,72.37892814,4.6725,16.7826087,17.4126087,106.581558,141.9,128.6666667,34.20262983,34.21181519,72.04258018,4.0425,25.72753623,92.21153623,100.9904082,206.9,197.2444444,28.94782803,29.00107241,118.0888043
9/03/2018,2018w10,Final,61.6,0.7258,84.87186553,71.10599827,4.6725,16.7826087,17.4126087,106.581558,141.9,128.6666667,35.4755597,34.27792613,70.95861778,4.0425,25.72753623,92.21153623,100.9904082,206.9,197.2444444,30.03179043,29.0325518,118.0888043
16/03/2018,2018w11,Final,61.5,0.7303,84.21196768,71.29131182,4.6725,16.7826087,17.4126087,106.581558,141.9,128.6666667,35.29024615,34.34403708,70.45031205,4.0425,25.72753623,92.21153623,100.9904082,206.9,197.2444444,30.54009616,29.06403119,118.0888043
23/03/2018,2018w12,Final,64.74,0.72212,89.6526893,74.51782532,4.6725,16.7826087,17.4126087,106.581558,141.9,128.6666667,32.06373265,34.41014802,74.05826992,4.0425,25.72753623,92.21153623,100.9904082,206.9,197.2444444,26.93213829,29.09551057,118.0888043
30/03/2018,2018w13,Final,64.82,0.725475,89.34835797,74.90368685,4.6725,16.94313016,17.57313016,107.6517011,143.9,129.8973312,32.74801423,34.47625897,74.0673905,4.0425,25.8970514,92.3810514,102.1205093,208.9,198.5440607,28.0531188,29.12698996,119.8279348
6/04/2018,2018w14,Final,64.9,0.72635,89.35086391,75.22778462,4.6725,16.34104157,16.97104157,103.6377771,143.9,125.2813187,28.4099925,34.54236991,74.17740808,4.0425,25.34892499,91.83292499,98.46633325,208.9,194.3417582,24.28892517,29.15846935,119.8279348
13/04/2018,2018w15,Final,68.17,0.7341,92.8620079,75.97891685,4.6725,16.56464405,17.19464405,105.1284603,145.6142857,126.9956044,29.14954349,34.60754204,74.66767643,4.0425,25.57252747,92.05652747,99.95701648,210.6142857,196.056044,25.28934005,29.18734401,121.318618
20/04/2018,2018w16,Final,69.53,0.73212,94.97076982,77.56274579,4.6725,16.73234591,17.36234591,106.2464728,146.9,128.2813187,28.68372697,34.67271418,75.46240822,4.0425,25.74022934,92.22422934,101.0750289,211.9,197.3417582,25.61262069,29.21621867,122.4366304
27/04/2018,2018w17,Final,70.72,0.7116,99.3816751,81.16449255,4.6725,17.51495461,18.14495461,111.4638641,152.9,134.2813187,30.29937152,34.73788631,79.47386736,4.0425,26.52283803,93.00683803,106.2924202,217.9,203.3417582,26.81855285,29.24509334,127.6540217
4/05/2018,2018w18,Final,70.68,0.7036,100.4548039,81.86684507,4.6725,17.51495461,18.14495461,111.4638641,152.9,134.2813187,29.597019,34.80305844,79.63674521,4.0425,26.52283803,93.00683803,106.2924202,217.9,203.3417582,26.655675,29.273968,127.6540217
11/05/2018,2018w19,Final,73.32,0.69782,105.0700754,85.31437346,4.6725,17.99942666,18.62942666,114.6936777,156.6142857,137.9956044,29.37930428,34.86823057,82.60695117,4.0425,27.00731008,93.49131008,109.5222339,221.6142857,207.056044,26.91528271,29.30284267,130.8838354
18/05/2018,2018w20,Final,75.86,0.69098,109.7861009,88.37384177,4.6725,18.72613473,19.35613473,119.5383982,162.1857143,143.567033,31.16455646,34.9334027,87.00053834,4.0425,27.78991878,94.27391878,114.7396252,227.6142857,213.056044,27.73908684,29.33171733,135.7285559
25/05/2018,2018w21,Final,76.22,0.69234,110.090418,88.85037485,4.6725,19.080172,19.710172,121.8986467,164.9,146.2813187,33.04827183,34.99857483,88.20210705,4.0425,28.08805542,94.57205542,116.7272028,229.9,215.3417582,28.52509577,29.360592,138.0888043
1/06/2018,2018w22,Final,75.09,0.69528,107.9996548,85.86037471,4.6725,19.080172,19.710172,121.8986467,164.9,146.2813187,36.03827197,35.06374696,84.52279616,4.0425,28.08805542,94.57205542,116.7272028,229.9,215.3417582,32.20440666,29.38946666,138.0888043
8/06/2018,2018w23,Final,73.4,0.7034,104.3502985,83.41002454,4.6725,18.78203536,19.41203536,119.911069,162.6142857,143.9956044,36.5010445,35.12904706,81.87038949,4.0425,27.52904921,94.01304921,113.0004947,225.6142857,211.056044,31.13010525,29.413947,136.1012267
15/06/2018,2018w24,Final,74.14,0.70088,105.7813035,83.71529164,4.6725,18.55843287,19.18843287,118.4203858,160.9,142.2813187,34.70509417,35.19434715,81.33952359,4.0425,27.30544673,93.78944673,111.5098115,223.9,209.3417582,30.17028793,29.43842735,134.6105435
22/06/2018,2018w25,Final,71.94,0.68992,104.2729592,82.32747663,4.6725,18.40936455,19.03936455,117.426597,159.7571429,141.1384615,35.09912036,35.25964725,79.04504749,4.0425,27.1563784,93.6403784,110.5160227,222.7571429,208.1989011,31.47097521,29.46290769,133.6167547
29/06/2018,2018w26,Final,74.55,0.68264,109.2083675,84.52263594,4.6725,18.33557917,18.96557917,116.9346945,158.9,140.5727736,32.41205852,35.32494734,81.36237112,4.0425,27.04550229,93.52950229,109.7768486,221.9,207.3488509,28.41447748,29.48738804,132.871413
6/07/2018,2018w27,Provisional,74.59,0.6761,110.3239166,86.98593812,4.6725,18.56367435,19.19367435,118.455329,158.9,142.3215033,31.46939086,35.39024744,83.50255299,4.0425,27.05105307,93.53505307,109.8138538,221.9,207.3914068,26.31130078,29.51186838,132.871413
13/07/2018,2018w28,Provisional,73.9,0.68078,108.5519551,85.8634138,4.6725,18.56367435,19.19367435,118.455329,158.9,142.3215033,32.59191519,35.45554753,82.7168269,4.0425,27.05105307,93.53505307,109.8138538,221.9,207.3914068,27.09702687,29.53634873,132.871413
20/07/2018,2018w29,Provisional,70.67,0.67692,104.3993382,83.73564715,4.6725,18.56367435,19.19367435,118.455329,158.9,142.3215033,34.71968183,35.52084763,81.02891227,4.0425,27.05105307,93.53505307,109.8138538,221.9,207.3914068,28.7849415,29.56082907,132.871413
27/07/2018,2018w30,Provisional,72.97,0.68054,107.2236753,85.70730428,4.6725,18.93634516,19.56634516,120.939801,161.7571429,145.1786462,35.23249675,35.58614772,83.58748082,4.0425,27.27465555,93.75865555,111.304537,223.6142857,209.1056925,27.71705618,29.58530942,135.3558851
3/08/2018,2018w31,Provisional,72.4,0.679,106.6273932,85.90234595,4.6725,19.21584826,19.84584826,122.8031551,163.9,147.3215033,36.90080912,35.65753608,83.49298798,4.0425,27.44235741,93.92635741,112.4225494,224.9,210.3914068,28.92956144,29.60731984,137.2192391
10/08/2018,2018w32,Provisional,72.04,0.66982,107.5512824,87.53746294,4.6725,19.43945075,20.06945075,124.2938383,165.6142857,149.035789,36.75637536,35.72892443,84.98702142,4.0425,27.6659599,94.1499599,113.9132327,226.6142857,212.1056925,28.92621123,29.62933027,138.7099224
17/08/2018,2018w33,Provisional,70.31,0.65828,106.8086529,88.32819747,5.34,19.86802217,20.49802217,126.4834812,168.9,152.3215033,38.15528368,35.80031279,86.61059066,4.62,28.09453133,94.57853133,116.1928755,229.9,215.3914068,29.58228484,29.65134069,140.8995652
24/08/2018,2018w34,Provisional,72.44,0.66572,108.8145166,88.62608441,5.34,19.86802217,20.49802217,126.4834812,168.9,152.3215033,37.85739675,35.87170114,85.71420056,4.62,28.09453133,94.57853133,116.1928755,229.9,215.3914068,30.47867495,29.67335112,140.8995652
31/08/2018,2018w35,Provisional,75.44,0.66816,112.9070881,91.21200281,5.34,20.42702838,21.05702838,130.2101892,173.1857143,156.6072176,38.99818642,35.9430895,87.65433963,4.62,28.48583567,94.96983567,118.8015712,232.9,218.3914068,31.14723153,29.69536155,144.6262733
7/09/2018,2018w36,Provisional,75.42,0.65854,114.5260728,93.95742649,5.34,20.72516503,21.35516503,132.1977669,175.4714286,158.8929319,38.24034038,36.01447786,90.0554328,4.62,28.70943816,95.19343816,120.2922544,234.6142857,220.1056925,30.23682159,29.71737197,146.6138509
14/09/2018,2018w37,Provisional,76.45,0.65374,116.9425154,94.38145012,5.34,21.06056876,21.69056876,134.4337917,178.0428571,161.4643605,40.0523416,36.08586621,91.28715798,4.62,29.15664313,95.64064313,123.2736209,238.0428571,223.534264,31.98646287,29.7393824,148.8498758
21/09/2018,2018w38,Provisional,76.76,0.66056,116.2044326,93.59333479,5.34,21.17237,21.80237,135.1791333,178.9,162.3215033,41.58579854,36.15725457,91.13291153,4.62,29.26844437,95.75244437,124.0189625,238.9,224.3914068,32.88605093,29.76139282,149.5952174
28/09/2018,2018w39,Provisional,79.9,0.66514,120.1250864,96.11000856,5.34,21.43323957,22.06323957,136.9182638,180.9,164.3215033,40.80825521,36.23458477,92.28720688,4.62,29.52931394,96.01331394,125.7580929,240.9,226.3914068,33.47088602,29.78342203,151.3343478
5/10/2018,2018w40,Provisional,83.14,0.65568,126.7996584,101.2367894,5.34,21.42840262,22.05840262,136.8860175,182.6142857,164.2844201,35.64922802,36.31191497,95.72762343,4.62,30.22344209,100.2074421,126.8856139,246.6142857,231.713056,31.15799051,29.80545123,152.8250311
